xmodel,h2_gfl_m4a1_body
xmodel,h2_gfl_m4a1_head
xmodel,h2_gfl_m4a1_hair
xmodel,h2_gfl_m4a1_outline

xmodel,h2_gfl_ump45_viewbody
xmodel,h2_gfl_ump45_viewhands
xmodel,h2_gfl_ump45_viewhands_player
xmodel,viewhands_us_army
xmodel,viewhands_player_us_army

xmodel,h2_gfl_st_ar15_viewbody
xmodel,h2_gfl_st_ar15_viewhands
xmodel,h2_gfl_st_ar15_viewhands_player

xmodel,h2_gfl_m4_sopmod_ii_body
xmodel,h2_gfl_m4_sopmod_ii_head
xmodel,h2_gfl_m4_sopmod_ii_hair
xmodel,h2_gfl_m4_sopmod_ii_viewbody
xmodel,h2_gfl_m4_sopmod_ii_viewbody_uaz
xmodel,h2_gfl_m4_sopmod_ii_viewhands
xmodel,h2_gfl_m4_sopmod_ii_viewhands_player

xmodel,h2_gfl_ro635_body
xmodel,h2_gfl_ro635_head
xmodel,h2_gfl_ro635_head_dmg
xmodel,h2_gfl_ro635_hair

xmodel,h2_gfl_hk416_body
xmodel,h2_gfl_hk416_head

xmodel,h2_gfl_ump9_viewbody
xmodel,h2_gfl_ump9_viewhands
xmodel,h2_gfl_ump9_viewhands_player

xmodel,h2_gfl_g11_body
xmodel,h2_gfl_g11_head
xmodel,h2_gfl_g11_hair

xmodel,h2_gfl_suomi_body
xmodel,h2_gfl_suomi_head
xmodel,h2_gfl_suomi_hair

xmodel,h2_gfl_rpk16_body
xmodel,h2_gfl_rpk16_head
xmodel,h2_gfl_rpk16_outline
